ID,latitude,longitude,location
412,48.94112014,2.460190069,74683
413,48.75056988,2.190677863,74683
414,40.85121557,-73.95206451,46
415,39.80550179,-75.01277716,13556
416,40.79833772,-74.07921385,861
417,40.041229,-75.141372,13556
418,39.9433731,-75.1568688,13556
419,33.452771,-112.067312,843
420,40.42428665,-73.99060665,11543
421,42.04797939,12.35257263,2226
422,33.35264489,-111.9017189,843
423,41.78146582,12.72489718,2226
424,40.75817884,-73.63906491,11543
425,45.3433218,9.061290673,93036
426,39.949711,-75.1431377,13556
427,42.02157438,12.40781227,2226
428,39.80385597,-75.27742163,13556
429,40.64979555,-73.75050889,11543
430,-23.4904331,-46.6284179,209
431,49.00357556,2.195362568,74683
432,-23.553236,-46.709682,209
433,40.87550885,-73.86633335,46
434,41.8952794,12.4923157,2226
435,41.957832,12.486945,2226
436,41.86754747,-87.61399269,2501
437,-23.39376787,-46.53962017,209
438,40.59502845,-74.08734536,861
439,33.4482676,-112.0725089,843
440,48.837184,2.391563,74683
441,-23.514226,-46.640386,209
442,-23.44146233,-46.76638804,209
443,40.86816165,-73.85370318,46
444,41.71329657,12.31650305,2226
445,45.4536472,9.1622611,93036
446,33.4063633,-112.1118461,843
447,41.78247959,12.601112,2226
448,40.87888212,-73.83343879,46
449,48.8739436,2.3080791,74683
450,41.85238865,-87.50400528,2501
451,-23.514226,-46.640386,209
452,41.911926,12.47496,2226
453,33.97359904,-118.2234892,2333
454,40.76231292,-74.10678581,861
455,45.469896,9.206064,93036
456,33.92966613,-118.174947,2333
457,45.38752493,9.083300092,93036
458,45.4840636,9.2428118,93036
459,34.0835975,-118.3762134,2333
460,39.964166,-75.1407,13556
461,-23.40719151,-46.55173196,209
462,40.09993639,-75.03923096,13556
463,39.927129,-75.152407,13556
464,39.95602865,-75.18380731,13556
465,33.45400174,-112.0694947,843
466,39.90015516,-74.98406409,13556
467,40.84129817,-73.98903598,11543
468,33.67958623,-112.0973468,843
469,-23.57271961,-46.69655085,209
470,42.01636137,12.3980567,2226
471,48.881855,2.2859131,74683
472,39.942663,-75.158286,13556
473,34.29649709,-118.3973557,2333
474,34.19029279,-118.6031199,2333
475,33.77305782,-111.9962082,843
476,33.461622,-111.985474,843
477,39.942663,-75.158286,13556
478,40.96645771,-74.00728552,861
479,41.751345,12.354657,2226
480,-23.41935702,-46.83363606,209
481,41.98827435,-87.85277955,2501
482,48.87414316,2.25996494,74683
483,33.64213195,-112.1994914,843
484,33.487718,-112.061182,843
485,40.75122,-73.863099,11543
486,40.7521174,-74.00869131,46
487,34.1818942,-118.2283084,2333
488,41.9017476,12.491282,2226
489,33.4555835,-112.0736706,843
490,33.683479,-111.966112,843
491,33.33774952,-112.1534373,843
492,39.81706949,-75.02701318,13556
493,-23.5686983,-46.6533084,209
494,48.85327974,2.34837055,74683
495,41.7510038,12.372361,2226
496,40.64518067,-73.84109682,46
497,45.447435,9.154175,93036
498,45.480492,9.202166,93036
499,40.743998,-73.708652,11543
500,39.9583857,-75.1374346,13556
501,41.93848,-87.648224,2501
502,40.67420172,-73.74915438,11543
503,33.578818,-112.01356,843
504,-23.38263927,-46.56717956,209
505,42.04565075,12.35618194,2226
506,39.9648196,-75.18004417,13556
507,40.58883491,-74.14020532,861
508,48.867317,2.332407,74683
509,48.86976793,2.3426199,74683
510,48.8668553,2.3538335,74683
511,39.92928702,-75.14502525,13556
512,40.88870247,-73.99251098,11543
513,41.9100363,12.5296886,2226
514,40.0328979,-75.1455451,13556
515,40.756169,-73.992579,46
516,39.93202276,-75.19608082,13556
517,40.95813519,-73.98513367,861
518,40.85103809,-74.14074612,46
519,-23.58904229,-46.66082382,209
520,41.76776133,12.62082688,2226
521,33.34454179,-112.2844661,843
522,40.09872884,-75.29547006,13556
523,-23.46318317,-46.83084503,209
524,-23.54868422,-46.63880825,209
525,40.50105693,-73.6611523,11543
526,45.4772847,9.2017715,93036
527,41.9777734,-87.90611744,2501
528,48.95717008,2.545084593,74683
529,41.8999533,12.5654489,2226
530,34.26062629,-118.3855462,2333
531,40.52512549,-73.652889,11543
532,41.8947487,12.4964567,2226
533,34.03134939,-118.3276999,2333
534,45.450583,9.179989,93036
535,40.58178484,-73.98115575,861
536,34.066943,-118.429145,2333
537,45.54113552,9.339967827,93036
538,40.69183258,-74.03085709,46
539,45.488476,9.215868,93036
540,45.418499,9.176596,93036
541,-23.5555595,-46.6627013,209
542,40.760239,-73.918286,11543
543,42.03264427,12.39798595,2226
544,40.87273651,-74.10817303,46
545,40.04174888,-75.14304564,13556
546,45.34558371,9.315819746,93036
547,-23.54657452,-46.65160775,209
548,33.34448623,-112.1778248,843
549,34.17198334,-118.3587293,2333
550,39.84874049,-75.07253083,13556
551,33.56989958,-112.2144328,843
552,40.64512192,-73.78349304,11543
553,45.44473,9.211302,93036
554,40.694606,-73.796663,11543
555,40.6042851,-73.84548667,861
556,33.6247596,-111.9329381,843
557,41.79847594,12.30328453,2226
558,48.70833891,2.246458873,74683
559,41.9454048,-87.6537172,2501
560,40.70498799,-73.94215035,11543
561,40.77430186,-73.87192011,11543
562,42.02544512,-87.7595742,2501
563,41.8754581,-87.6273222,2501
564,48.9715747,2.233871862,74683
565,33.81442782,-118.5139839,2333
566,40.6577846,-73.87821418,46
567,33.86589287,-118.5263687,2333
568,34.33129891,-118.3971751,2333
569,41.93848,-87.648224,2501
570,40.8346185,-74.07159358,861
571,39.956837,-75.1808341,13556
572,39.96645185,-75.13931751,13556
573,34.26269351,-118.3276357,2333
574,40.97027667,-73.71998195,861
575,40.73662452,-73.8161087,11543
576,39.83329861,-74.99405091,13556
577,33.45879059,-112.077595,843
578,45.4852664,9.2033264,93036
579,40.63291399,-73.83183227,46
580,48.7446263,2.428318643,74683
581,41.78000983,12.31874221,2226
582,41.8954048,12.4721776,2226
583,33.81196397,-112.2396014,843
584,40.074457,-75.032956,13556
585,40.07313869,-75.28078183,13556
586,48.86010445,2.32633614,74683
587,48.98920183,2.421002096,74683
588,40.84340707,-73.88554443,46
589,39.84611095,-75.25472784,13556
590,41.75393975,-87.486107,2501
591,40.92140789,-73.99787049,11543
592,45.451126,9.162245,93036
593,40.88267798,-74.10303697,46
594,45.4554027,9.1683677,93036
595,41.87592007,-87.61712551,2501
596,40.4958422,-73.63657605,11543
597,40.60548795,-73.85413511,46
598,40.78413648,-73.89541208,861
599,45.484765,9.203076,93036
600,-23.68382657,-46.52781122,209
601,45.34460181,9.075694919,93036
602,41.77054977,-87.76148509,2501
603,40.7637976,-73.77113815,11543
604,40.76745649,-73.89921379,11543
605,49.00917525,2.175968252,74683
606,42.01606371,-87.75826394,2501
607,39.96433437,-75.18461997,13556
608,39.947105,-75.153773,13556
609,41.93390701,12.454741,2226
610,45.45022652,9.15822029,93036
611,40.695177,-73.989953,861
612,45.4690555,9.1944606,93036
613,33.94352016,-118.4087777,2333
614,33.79846877,-118.2722781,2333
615,-23.56945038,-46.66181087,209
616,33.97749,-118.391105,2333
617,40.758902,-73.926012,11543
618,45.4852664,9.2033264,93036
619,41.76888281,12.61242311,2226
620,40.85577889,-74.15161121,46
621,48.88012673,2.38265991,74683
622,45.49488664,9.17598724,93036
623,33.3779769,-111.9970424,843
624,41.90052025,12.50154018,2226
625,41.8332623,12.4710192,2226
626,40.80383714,-73.92893314,46
627,33.33754103,-111.953329,843
628,33.7279183,-118.2911026,2333
629,45.4480276,9.2029649,93036
630,34.058923,-118.4201206,2333
631,33.9636348,-118.490693,2333
632,40.7686,-73.885984,11543
633,40.48454759,-73.80227867,861
634,39.79658547,-75.29759984,13556
635,-23.560087,-46.6711916,209
636,41.8342635,12.4890314,2226
637,33.6401803,-112.071322,843
638,33.464683,-112.057377,843
639,40.63821834,-73.78529549,11543
640,48.75484883,2.485808743,74683
641,33.456383,-112.078729,843
642,40.671975,-73.9571799,861
643,40.90723,-73.8603755,46
644,40.84962572,-73.84558045,46
645,42.00183742,12.41975272,2226
646,40.7877803,-73.67841489,11543
647,33.30225803,-111.9792773,843
648,48.8714355,2.3432162,74683
649,48.97120508,2.246434836,74683
650,40.88266869,-74.11542736,46
651,40.85121557,-73.95206451,46
652,33.33769999,-111.9298884,843
653,45.34963904,9.075756735,93036
654,33.50901285,-112.0833886,843
655,40.71100409,-73.79270055,861
656,45.4950756,9.2358358,93036
657,39.9810092,-75.1238332,13556
658,40.70008108,-73.81146818,46
659,33.33697762,-111.8383081,843
660,40.729636,-73.875007,11543
661,48.857205,2.3661197,74683
662,40.705516,-73.938073,861
663,-23.5740704,-46.6966115,209
664,40.857115,-73.86833131,861
665,40.60468332,-73.83393026,46
666,40.83068968,-73.8651702,861
667,48.84862028,2.34268427,74683
668,39.95719646,-75.1671052,13556
669,40.64512192,-73.78349304,11543
670,40.72533131,-73.93045664,861
671,41.99333693,12.36390258,2226
672,33.36454568,-112.2012381,843
673,39.9542546,-75.1610049,13556
674,41.892924,12.501675,2226
675,48.98085084,2.468468314,74683
676,40.60677136,-74.08287896,46
677,34.1032022,-118.2731409,2333
678,45.4689447,9.1714623,93036
679,34.18053744,-118.2373777,2333
680,45.451162,9.202361,93036
681,48.88067707,2.35553741,74683
682,40.83555975,-74.0359132,11543
683,-23.45442293,-46.52597823,209
684,40.750681,-73.8258102,11543
685,45.488476,9.215868,93036
686,39.98224,-75.12688,13556
687,48.843702,2.375327,74683
688,45.47798,9.184527,93036
689,-23.46738623,-46.77326476,209
690,41.925982,-87.641024,2501
691,39.82267479,-75.30047264,13556
692,40.61953169,-74.06030736,861
693,48.85076651,2.27138042,74683
694,45.476856,9.170836,93036
695,33.93096,-118.382459,2333
696,42.01390858,-87.77601274,2501
697,39.9522869,-75.1922221,13556
698,39.9863382,-75.1319094,13556
699,33.683483,-111.965913,843
700,45.452625,9.159584,93036
701,45.56453045,9.043037035,93036
702,34.0605447,-118.355391,2333
703,49.00776084,2.468941858,74683
704,40.6597583,-73.9935795,861
705,41.99777342,-87.51067461,2501
706,39.9488548,-75.1597382,13556
707,45.35284457,9.339707638,93036
708,41.89840804,12.47583389,2226
709,41.75364948,12.58251708,2226
710,41.8554527,12.5660576,2226
711,45.46552,9.18079,93036
712,-23.77341235,-46.51531605,209
713,34.044019,-118.26323,2333
714,41.9777734,-87.90611744,2501
715,39.95478681,-75.16004562,13556
716,40.70536767,-73.99605274,46
717,45.59706941,9.300298088,93036
718,48.88067707,2.35553741,74683
719,45.57929155,9.326942068,93036
720,33.445899,-112.071313,843
721,48.8468411,2.33596802,74683
722,48.86618214,2.31341225,74683
723,40.85310746,-73.94292839,11543
724,48.8534181,2.3175495,74683
725,42.04668081,12.3796413,2226
726,45.59166735,9.275152036,93036
727,42.00152167,12.59820945,2226
728,39.97929054,-75.15929461,13556
729,-23.40582218,-46.50246361,209
730,34.0741548,-118.3724915,2333
731,45.58595999,9.072071966,93036
732,39.84389942,-75.04558023,13556
733,41.8242503,-87.6169565,2501
734,40.44416941,-73.78571974,11543
735,48.86335875,2.33366802,74683
736,33.528783,-112.024503,843
737,40.52474963,-73.92634255,11543
738,33.20091969,-111.9450482,843
739,45.35298526,9.043602198,93036
740,41.95407484,12.59313111,2226
741,41.8079805,12.64020359,2226
742,42.04605483,12.45944719,2226
743,33.93288073,-118.3796362,2333
744,45.56030792,9.293780528,93036
745,33.4789,-112.04,843
746,33.37423325,-111.9855952,843
747,40.701485,-73.989172,861
748,41.76516888,-87.75402004,2501
749,48.71253648,2.379545281,74683
750,40.61318112,-73.84178008,46
751,40.86535924,-73.87869766,46
752,40.688669,-73.95136178,861
753,41.8831659,12.511964,2226
754,41.75026392,-87.74532222,2501
755,40.77430186,-73.87192011,11543
756,39.95314195,-75.15961647,13556
757,41.94727438,-87.65368938,2501
758,-23.76877221,-46.76762439,209
759,-23.43162744,-46.8405994,209
760,39.81188047,-75.33691895,13556
761,41.86716396,-87.62733936,2501
762,33.93726134,-118.1964082,2333
763,48.98666267,2.153849521,74683
764,40.49722819,-73.90740263,11543
765,-23.48478882,-46.80565184,209
766,34.1253483,-118.4099519,2333
767,40.80841228,-74.08292875,861
768,45.60718599,9.075264294,93036
769,40.09036804,-75.06663456,13556
770,33.6247596,-111.9329381,843
771,41.9777734,-87.90611744,2501
772,41.9777734,-87.90611744,2501
773,40.05816482,-75.1834774,13556
774,-23.48591973,-46.63258553,209
775,42.00963162,-87.49672767,2501
776,-23.72867669,-46.77104899,209
777,40.61547194,-74.08819741,861
778,39.80513256,-75.05862813,13556
779,40.73326,-73.9570619,861
780,48.73041553,2.200662222,74683
781,41.8825149,-87.6309263,2501
782,45.32504329,9.035490062,93036
783,40.7271612,-74.02047157,46
784,40.7424502,-73.9486488,11543
785,48.87188502,2.33180523,74683
786,40.85051366,-73.91918495,11543
787,40.7205,-73.962653,861
788,40.89539745,-73.70386395,11543
789,40.711192,-73.948439,861
790,40.64759282,-73.7914122,11543
791,-23.499868,-46.5725542,209
792,39.84095752,-75.05212574,13556
793,45.465486,9.186421,93036
794,33.94310806,-118.2179929,2333
795,45.451126,9.162245,93036
796,40.88653902,-74.05083365,11543
797,40.62047612,-73.84140499,11543
798,45.4471301,9.1634115,93036
799,41.81844,12.41495,2226
800,45.33639116,9.041569109,93036
801,41.898946,12.490458,2226
802,-23.73769463,-46.80755451,209
803,33.507183,-112.074913,843
804,41.77559797,-87.50065703,2501
805,40.0934296,-75.25660416,13556
806,40.63955352,-73.94790173,861
807,39.84818236,-75.02671501,13556
808,33.484149,-112.074924,843
809,40.01757443,-75.07981539,13556
810,33.36379568,-112.1017584,843
811,40.67832729,-74.01785374,861
812,48.97893944,2.487932336,74683
813,48.8365672,2.2785165,74683
814,45.3559318,9.345531599,93036
815,33.3140559,-112.0292655,843
816,33.58780297,-111.9399808,843
817,39.9433731,-75.1568688,13556
818,48.876446,2.296867,74683
